325144
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
0	0	0	3.17	
